Item,Frequency,Relative frequency
"phaisiún",6,0.17463
"aondacht",6,0.17463
"phointeál",6,0.17463
"phrionsabal",6,0.17463
"ealadhan",6,0.17463
"phíblín",6,0.17463
"pháircbheal",6,0.17463
"eann",6,0.17463
"bogai",6,0.17463
"claoi",6,0.17463
"pludach",6,0.17463
"easpag",6,0.17463
"plástráil",6,0.17463
"plátáil",6,0.17463
"plánaiméadr",6,0.17463
"claoidh",6,0.17463
"poibligh",6,0.17463
"poilíneach",6,0.17463
"eitneolaíoch",6,0.17463
"poncaigh",6,0.17463
"potai",6,0.17463
"priosúntach",6,0.17463
"prioc",6,0.17463
"fabhar",6,0.17463
"fabhl",6,0.17463
"estima",6,0.17463
"próstatach",6,0.17463
"próifíli",6,0.17463
"cleasaí",6,0.17463
"péacógach",6,0.17463
"pótaireach",6,0.17463
"rabhaindeál",6,0.17463
"bpríosúnai",6,0.17463
"raiceáil",6,0.17463
"ranall",6,0.17463
"rannaíoch",6,0.17463
"falcan",6,0.17463
"raíoch",6,0.17463
"reangach",6,0.17463
"Caipisíneach",6,0.17463
"reigiun",6,0.17463
"reic",6,0.17463
"riachtann",6,0.17463
"fas",6,0.17463
"Sailéiseach",6,0.17463
"ruadhóigh",6,0.17463
"rou",6,0.17463
"rothaí",6,0.17463
"ruaigh",6,0.17463
"ráidhseaf",6,0.17463
"rás-rian",6,0.17463
"ráth",6,0.17463
"feoiliteach",6,0.17463
"feol",6,0.17463
"breabhs",6,0.17463
"réamhfhíorai",6,0.17463
"réamhphacáil",6,0.17463
"réamhins",6,0.17463
"réamhcháili",6,0.17463
"fhadthéarm",6,0.17463
"rí-thabhacht",6,0.17463
"réigiúnai",6,0.17463
"ró-eagrai",6,0.17463
"ró-phlódai",6,0.17463
"rócheangail",6,0.17463
"fheisti",6,0.17463
"ródhíri",6,0.17463
"rómans",6,0.17463
"fhionlann",6,0.17463
"codlai",6,0.17463
"róscanrai",6,0.17463
"rúmán",6,0.17463
"fhodhlí",6,0.17463
"sabhail",6,0.17463
"fhormheas",6,0.17463
"saighid",6,0.17463
"fhosui",6,0.17463
"fháistean",6,0.17463
"fhuirs",6,0.17463
"fhí-oscail",6,0.17463
"fhéasóg",6,0.17463
"saorchúrsaíoch",6,0.17463
"fhíor",6,0.17463
"breithiún",6,0.17463
"saorfhréamhai",6,0.17463
"saorlíníoch",6,0.17463
"saorántach",6,0.17463
"fiabhrasach",6,0.17463
"fiann",6,0.17463
"fiarlán",6,0.17463
"breugach",6,0.17463
"apprecia",6,0.17463
"sceiptiúil",6,0.17463
"sceithbhail",6,0.17463
"ar",6,0.17463
"scigmhag",6,0.17463
"sclábhuidheach",6,0.17463
"sciálai",6,0.17463
"coineas",6,0.17463
"scolaíoch",6,0.17463
"briotanach",6,0.17463
"fo-dhlí",6,0.17463
"coinnlíoch",6,0.17463
"foclóiri",6,0.17463
"scéalaí",6,0.17463
"foghabhál",6,0.17463
"coirloisc",6,0.17463
"foili",6,0.17463
"seallai",6,0.17463
"foirmigh",6,0.17463
"foirmli",6,0.17463
"seanlae",6,0.17463
"seandalaíoch",6,0.17463
"folcan",6,0.17463
"colanda",6,0.17463
"colach",6,0.17463
"brostaigh",6,0.17463
"seorai",6,0.17463
"shaoghal",6,0.17463
"sgéal",6,0.17463
"armál",6,0.17463
"sheanamh",6,0.17463
"bruithnigh",6,0.17463
"shúi",6,0.17463
"siceolai",6,0.17463
"francai",6,0.17463
"armónach",6,0.17463
"siollab",6,0.17463
"frannc",6,0.17463
"siostól",6,0.17463
"siúltóireach",6,0.17463
"sla",6,0.17463
"siúreáil",6,0.17463
"comhchosan",6,0.17463
"freiseáil",6,0.17463
"comhdheisíoch",6,0.17463
"frithsheipteach",6,0.17463
"fu",6,0.17463
"smiotai",6,0.17463
"fuaimchumhach",6,0.17463
"smug",6,0.17463
"smál",6,0.17463
"fuaras",6,0.17463
"comhghabhál",6,0.17463
"so-i",6,0.17463
"snítheach",6,0.17463
"fuaránta",6,0.17463
"fuaraíoch",6,0.17463
"fundúireach",6,0.17463
"fuinn",6,0.17463
"fái",6,0.17463
"solathach",6,0.17463
"buaic-uairean",6,0.17463
"associa",6,0.17463
"soshann",6,0.17463
"sparántach",6,0.17463
"féach",6,0.17463
"spiagaí",6,0.17463
"féindíri",6,0.17463
"spuaiceach",6,0.17463
"féinmhúin",6,0.17463
"aerchuideach",6,0.17463
"aerachtúil",6,0.17463
"spórtaíoch",6,0.17463
"sreabhnach",6,0.17463
"fínnéi",6,0.17463
"buanchoimeád",6,0.17463
"stad",6,0.17463
"fíor-thabhacht",6,0.17463
"staon",6,0.17463
"stothall",6,0.17463
"stothach",6,0.17463
"strompai",6,0.17463
"fóirdheonai",6,0.17463
"Túdarach",6,0.17463
"fótagraf",6,0.17463
"buanfas",6,0.17463
"suas-chun-dá",6,0.17463
"gaedhl",6,0.17463
"buiséadai",6,0.17463
"suáilce",6,0.17463
"sábháltach",6,0.17463
"séarach",6,0.17463
"gardáil",6,0.17463
"garúil",6,0.17463
"gastrach",6,0.17463
"athdheilbhi",6,0.17463
"sómhar",6,0.17463
"súgarth",6,0.17463
"súpláil",6,0.17463
"súntas",6,0.17463
"gcomharsan",6,0.17463
"taireach",6,0.17463
"gealt",6,0.17463
"tairseach",6,0.17463
"cosmeolaíoch",6,0.17463
"taisteal",6,0.17463
"gearbach",6,0.17463
"tal",6,0.17463
"taod",6,0.17463
"aistarraing",6,0.17463
"tarraig",6,0.17463
"ghal",6,0.17463
"tearcfhostaíoch",6,0.17463
"ghearánai",6,0.17463
"ghiobal",6,0.17463
"tei",6,0.17463
"tein",6,0.17463
"crann",6,0.17463
"teolaíoch",6,0.17463
"bánuigh",6,0.17463
"thaod",6,0.17463
"ghrádai",6,0.17463
"throm-l",6,0.17463
"thuigi",6,0.17463
"gimicíoch",6,0.17463
"gineáral",6,0.17463
"giobal",6,0.17463
"tionscalaíoch",6,0.17463
"tiubhaigh",6,0.17463
"athréimni",6,0.17463
"toigh",6,0.17463
"toilltean",6,0.17463
"toilich",6,0.17463
"gleas",6,0.17463
"criochnai",6,0.17463
"criostalaigh",6,0.17463
"crioslaigh",6,0.17463
"gloinea",6,0.17463
"trasnui",6,0.17463
"treig",6,0.17463
"trealmhaigh",6,0.17463
"traslitri",6,0.17463
"treorlín",6,0.17463
"tromchodlat",6,0.17463
"truán",6,0.17463
"trusál",6,0.17463
"trádálaí",6,0.17463
"aetóp",6,0.17463
"tréigh",6,0.17463
"tríthaobh",6,0.17463
"cruadhéan",6,0.17463
"tróf",6,0.17463
"grian",6,0.17463
"tuairim",6,0.17463
"bac",6,0.17463
"cadhn",6,0.17463
"griog",6,0.17463
"tubáis",6,0.17463
"cráidh",6,0.17463
"tuíodóireach",6,0.17463
"táilliúireach",6,0.17463
"turgnamhaíoch",6,0.17463
"gréagach",6,0.17463
"gréisc",6,0.17463
"téachtai",6,0.17463
"grúdaireach",6,0.17463
"téamúil",6,0.17463
"gus",6,0.17463
"críochnúlach",6,0.17463
"tógh",6,0.17463
"túrthi",6,0.17463
"tóstáil",6,0.17463
"tóraí",6,0.17463
"géaréisteach",6,0.17463
"uasdátai",6,0.17463
"uascánta",6,0.17463
"h-airi",6,0.17463
"h-ionsai",6,0.17463
"crú",6,0.17463
"uileloisc",6,0.17463
"baguet",6,0.17463
"aithiseach",6,0.17463
"uimhriú",6,0.17463
"uimhirphlá",6,0.17463
"bailean",6,0.17463
"cuairteoireach",6,0.17463
"hamhrast",6,0.17463
"urran",6,0.17463
"vis",6,0.17463
"vi",6,0.17463
"websi",6,0.17463
"wall",6,0.17463
"vaicsíni",6,0.17463
"ábhal",6,0.17463
"ábharlárn",6,0.17463
"hi",6,0.17463
"heolgas",6,0.17463
"hipitéiseach",6,0.17463
"éadai",6,0.17463
"éadoilteanach",6,0.17463
"hóiméar",6,0.17463
"calcuigh",6,0.17463
"éagórai",6,0.17463
"éaneolai",6,0.17463
"éiceolai",6,0.17463
"ial",6,0.17463
"ianai",6,0.17463
"cuisnigh",6,0.17463
"éighníomh",6,0.17463
"iargcúl",6,0.17463
"cuisleann",6,0.17463
"iarnaí",6,0.17463
"calógach",6,0.17463
"éirean",6,0.17463
"iarnáil",6,0.17463
"iarác",6,0.17463
"cumaisc",6,0.17463
"idi",6,0.17463
"óisialach",6,0.17463
"ódhá",6,0.17463
"cumhr",6,0.17463
"údarach",6,0.17463
"illustra",6,0.17463
"canár",6,0.17463
"útamál",6,0.17463
"imita",6,0.17463
"currach",6,0.17463
"curr",6,0.17463
"canónaigh",6,0.17463
"in-asbhain",6,0.17463
"cáipéisíoch",6,0.17463
"inchánai",6,0.17463
"inchruthai",6,0.17463
"indíri",6,0.17463
"infhoilsi",6,0.17463
"indealai",6,0.17463
"inghlach",6,0.17463
"band",6,0.17463
"aibhseach",6,0.17463
"caomhn",6,0.17463
"círíneach",6,0.17463
"inordai",6,0.17463
"inrochtain",6,0.17463
"caothúlach",6,0.17463
"insóinseáil",6,0.17463
"insín",6,0.17463
"intofach",6,0.17463
"cardáil",6,0.17463
"iníoch",6,0.17463
"alltar",6,0.17463
"iolartha",6,0.17463
"ioch",6,0.17463
"córasach",6,0.17463
"barrphoin",6,0.17463
"ionfhabhtui",6,0.17463
"cúitigh",6,0.17463
"ionsúiteach",6,0.17463
"cúpláil",6,0.17463
"isiún",6,0.17463
"judica",6,0.17463
"lainseáil",6,0.17463
"lansach",6,0.17463
"dallraitheach",6,0.17463
"leaschomhal",6,0.17463
"dea-chothai",6,0.17463
"leath-i",6,0.17463
"deachrai",6,0.17463
"leoin",6,0.17463
"liathdhubh",6,0.17463
"liobas",6,0.17463
"ligi",6,0.17463
"dearmhad",6,0.17463
"litreach",6,0.17463
"amarach",6,0.17463
"lochtaigh",6,0.17463
"luathchos",6,0.17463
"luchtmhar",6,0.17463
"deisealach",6,0.17463
"luineachán",6,0.17463
"ceasúil",6,0.17463
"bearrán",6,0.17463
"lámh-éacht",6,0.17463
"deontaschún",6,0.17463
"lárchois",6,0.17463
"lánmhaoini",6,0.17463
"dhaingni",6,0.17463
"lás",6,0.17463
"léitheoir-each",6,0.17463
"beathadh",6,0.17463
"maighdeog",6,0.17463
"dhíluchtui",6,0.17463
"chainn",6,0.17463
"maistíneach",6,0.17463
"dhíshealbhai",6,0.17463
"mallachtai",6,0.17463
"diach",6,0.17463
"manda",6,0.17463
"chamchuar",6,0.17463
"aidiacht",6,0.17463
"chaolai",6,0.17463
"marac",6,0.17463
"diomailteach",6,0.17463
"mbris",6,0.17463
"beáthadhach",6,0.17463
"mbó-ainmhi",6,0.17463
"meang",6,0.17463
"mearbhall",6,0.17463
"measúnaí",6,0.17463
"an-tabhacht",6,0.17463
"cheoldrámaíoch",6,0.17463
"dlí",6,0.17463
"meirtneach",6,0.17463
"chinnlín",6,0.17463
"mhaolai",6,0.17463
"mheabhlaireach",6,0.17463
"mhearai",6,0.17463
"chleamhnai",6,0.17463
"do-léi",6,0.17463
"mhodheolaíoch",6,0.17463
"bhealthuigh",6,0.17463
"mhothai",6,0.17463
"mhoral",6,0.17463
"bheath",6,0.17463
"mhéanaos",6,0.17463
"mhótarchán",6,0.17463
"chogan",6,0.17463
"mileadh",6,0.17463
"milleán",6,0.17463
"miondealaigh",6,0.17463
"mionleasai",6,0.17463
"mochóiri",6,0.17463
"misnigh",6,0.17463
"misiúnai",6,0.17463
"bhfeabhsui",6,0.17463
"dorai",6,0.17463
"doroinnte",6,0.17463
"bhreathnóireach",6,0.17463
"chomhshói",6,0.17463
"chomhthráth",6,0.17463
"chomlach",6,0.17463
"méiniúil",6,0.17463
"draoibeach",6,0.17463
"bhruith",6,0.17463
"andalús",6,0.17463
"drugall",6,0.17463
"chothrom-rá",6,0.17463
"móideach",6,0.17463
"drúchtmhar",6,0.17463
"dréimreach",6,0.17463
"mórga",6,0.17463
"dtúsbhlian",6,0.17463
"dtúrthi",6,0.17463
"chriostal",6,0.17463
"múiríni",6,0.17463
"múnlach",6,0.17463
"bhuiséad",6,0.17463
"aimhleas",6,0.17463
"chroíbhrothall",6,0.17463
"naibhi",6,0.17463
"chruabhrui",6,0.17463
"naisiun",6,0.17463
"dui",6,0.17463
"chruai",6,0.17463
"ndearbhai",6,0.17463
"anglafón",6,0.17463
"neamhbhunai",5,0.14553
"chuisni",5,0.14553
"chuilea",5,0.14553
"neamhsciathán",5,0.14553
"neamhráthai",5,0.14553
"neamhurrai",5,0.14553
"neamhthuill",5,0.14553
"neamhrialtas",5,0.14553
"ngearánai",5,0.14553
"ngaedheal",5,0.14553
"neoireach",5,0.14553
"chumhdai",5,0.14553
"chríost",5,0.14553
"ngrai",5,0.14553
"ngnói",5,0.14553
"niúman",5,0.14553
"déán",5,0.14553
"normat",5,0.14553
"normal",5,0.14553
"díbhéirsi",5,0.14553
"chúb",5,0.14553
"chóilíni",5,0.14553
"nuafhaigh",5,0.14553
"díluchtai",5,0.14553
"dícheangail",5,0.14553
"bir",5,0.14553
"binnbhriathr",5,0.14553
"náiris",5,0.14553
"díochlaon",5,0.14553
"ocrui",5,0.14553
"ochlán",5,0.14553
"ciast",5,0.14553
"ofráil",5,0.14553
"díos-póireach",5,0.14553
"oiliúnach",5,0.14553
"oirbheartach",5,0.14553
"oiltiúil",5,0.14553
"dírbhreathnai",5,0.14553
"díphréamhai",5,0.14553
"díorthaigh",5,0.14553
"ciapach",5,0.14553
"oléi",5,0.14553
"ollan",5,0.14553
"orduigh",5,0.14553
"dúbh",5,0.14553
"otair",5,0.14553
"paisteáil",5,0.14553
"parcáil",5,0.14553
"dúramán",5,0.14553
"dúdhéad",5,0.14553
"bliain",5,0.14553
"bitiúman",5,0.14553
"bhó-ainmhi",5,0.14553
"phiotút",5,0.14553
"phortaingéal",5,0.14553
"pholait",5,0.14553
"phréa",5,0.14553
"phrodastún",5,0.14553
"phol",5,0.14553
"phábháil",5,0.14553
"phrós",5,0.14553
"pianmhúch",5,0.14553
"eagór",5,0.14553
"eags",5,0.14553
"eachraíoch",5,0.14553
"piocúlach",5,0.14553
"piteogach",5,0.14553
"pit",5,0.14553
"eascainigh",5,0.14553
"easaontaigh",5,0.14553
"plandaigh",5,0.14553
"plaiteach",5,0.14553
"earraíoch",5,0.14553
"pléascánta",5,0.14553
"eileabhr",5,0.14553
"eirigh",5,0.14553
"eiriciúil",5,0.14553
"clarai",5,0.14553
"claonach",5,0.14553
"clab",5,0.14553
"bochtaigh",5,0.14553
"polsai",5,0.14553
"poli",5,0.14553
"prapál",5,0.14553
"polaraigh",5,0.14553
"preasáil",5,0.14553
"priosúnach",5,0.14553
"preabúil",5,0.14553
"eli",5,0.14553
"proifisún",5,0.14553
"príomhfheidmeann",5,0.14553
"fabhtai",5,0.14553
"fabhraigh",5,0.14553
"puin",5,0.14553
"fad-radharc",5,0.14553
"clip",5,0.14553
"cliarcholáis",5,0.14553
"póg",5,0.14553
"fadhb",5,0.14553
"fal",5,0.14553
"fairsingigh",5,0.14553
"clábarach",5,0.14553
"boll",5,0.14553
"blían",5,0.14553
"anál",5,0.14553
"rela",5,0.14553
"rascán",5,0.14553
"robastan",5,0.14553
"robáil",5,0.14553
"ro",5,0.14553
"rolla",5,0.14553
"fear",5,0.14553
"feac",5,0.14553
"faobhr",5,0.14553
"ropan",5,0.14553
"rufach",5,0.14553
"ruithneach",5,0.14553
"rácáil",5,0.14553
"rui",5,0.14553
"ruaimneach",5,0.14553
"rás",5,0.14553
"ráitréach",5,0.14553
"feimini",5,0.14553
"feidhmiúlach",5,0.14553
"réadaigh",5,0.14553
"feoch",5,0.14553
"feisci",5,0.14553
"cnocánach",5,0.14553
"réamhordai",5,0.14553
"réamhrialai",5,0.14553
"fhad-téarm",5,0.14553
"feosai",5,0.14553
"cniotál",5,0.14553
"brea",5,0.14553
"braiteoireach",5,0.14553
"réasúntach",5,0.14553
"fhaeráil",5,0.14553
"fhadchos",5,0.14553
"cocaireach",5,0.14553
"ró-intleacht",5,0.14553
"fhi",5,0.14553
"co",5,0.14553
"fhiontraíoch",5,0.14553
"rúcach",5,0.14553
"fhián",5,0.14553
"fhiosc",5,0.14553
"fhinscéal",5,0.14553
"rúnmhaireach",5,0.14553
"rúndaingean",5,0.14553
"sacráil",5,0.14553
"sabhal",5,0.14553
"coicísiúil",5,0.14553
"codlad",5,0.14553
"breachnui",5,0.14553
"sainaithin",5,0.14553
"samhrata",5,0.14553
"fhéintreorai",5,0.14553
"fhéarthail",5,0.14553
"fhréamhai",5,0.14553
"fiafraigh",5,0.14553
"fhíorai",5,0.14553
"fhíneáil",5,0.14553
"breithrá",5,0.14553
"breachnai",5,0.14553
"bpíirti",5,0.14553
"scannaíoch",5,0.14553
"scarún",5,0.14553
"fini",5,0.14553
"fileamhan",5,0.14553
"sciobai",5,0.14553
"scigireach",5,0.14553
"sclábhúil",5,0.14553
"sceál",5,0.14553
"coiméad",5,0.14553
"scrogall",5,0.14553
"scriú",5,0.14553
"scuablín",5,0.14553
"scrúdú",5,0.14553
"scríobhneoireach",5,0.14553
"scothscéal",5,0.14553
"foghlam",5,0.14553
"seabhr",5,0.14553
"foillsi",5,0.14553
"fodhl",5,0.14553
"coirdí",5,0.14553
"brionnaigh",5,0.14553
"seanascéal",5,0.14553
"seamhrach",5,0.14553
"follus",5,0.14553
"seiceáil",5,0.14553
"shaolai",5,0.14553
"sgaoil",5,0.14553
"fomhórach",5,0.14553
"folch",5,0.14553
"shiams",5,0.14553
"sheachrán",5,0.14553
"shlioch",5,0.14553
"shlav",5,0.14553
"shimnéi",5,0.14553
"sheach-chríoch",5,0.14553
"sholúbthach",5,0.14553
"sholasbhlian",5,0.14553
"shárai",5,0.14553
"shábhail",5,0.14553
"foscai",5,0.14553
"forásach",5,0.14553
"forneart",5,0.14553
"formhuinigh",5,0.14553
"siabhal",5,0.14553
"sin-",5,0.14553
"frang",5,0.14553
"comhairi",5,0.14553
"bruthach",5,0.14553
"breách",5,0.14553
"aontach",5,0.14553
"admh",5,0.14553
"sireoireach",5,0.14553
"freagrai",5,0.14553
"sleamhn",5,0.14553
"sloig",5,0.14553
"sliobarn",5,0.14553
"sligreach",5,0.14553
"frigeáil",5,0.14553
"freagarthach",5,0.14553
"slám",5,0.14553
"smid",5,0.14553
"smachtaí",5,0.14553
"froinsias",5,0.14553
"bráth",5,0.14553
"so-úsáid",5,0.14553
"so-ranna",5,0.14553
"snoí",5,0.14553
"sochrai",5,0.14553
"fuirs",5,0.14553
"comhleáigh",5,0.14553
"comhfháisc",5,0.14553
"arrann",5,0.14553
"soleathnai",5,0.14553
"somhúnlai",5,0.14553
"soivéad",5,0.14553
"sorcha",5,0.14553
"sonas",5,0.14553
"fáithchiall",5,0.14553
"speisal",5,0.14553
"speictreascóp",5,0.14553
"spart",5,0.14553
"féar",5,0.14553
"splío",5,0.14553
"sprioc-dhá",5,0.14553
"féarál",5,0.14553
"comhshói",5,0.14553
"comhpháiri",5,0.14553
"sprionglódáil",5,0.14553
"féinmharf",5,0.14553
"spóir",5,0.14553
"spéiceáil",5,0.14553
"compórdach",5,0.14553
"fíochmhaire",5,0.14553
"sruthlaigh",5,0.14553
"con",5,0.14553
"stang",5,0.14553
"stigma",5,0.14553
"starrach",5,0.14553
"conai",5,0.14553
"comradai",5,0.14553
"compe",5,0.14553
"buamálai",5,0.14553
"airméan",5,0.14553
"struchtúrai",5,0.14553
"strambán",5,0.14553
"státchabhr",5,0.14553
"congan",5,0.14553
"suncáil",5,0.14553
"substitu",5,0.14553
"sábhálach",5,0.14553
"gaineamh",5,0.14553
"síbhialtach",5,0.14553
"séimeant",5,0.14553
"sál",5,0.14553
"bun-ai",5,0.14553
"budhlaer",5,0.14553
"síog",5,0.14553
"síofr",5,0.14553
"sínsear",5,0.14553
"síúil",5,0.14553
"sóiséar",5,0.14553
"gcai",5,0.14553
"corráis",5,0.14553
"són",5,0.14553
"gciorrai",5,0.14553
"t-aor",5,0.14553
"gcomhaontai",5,0.14553
"gcinni",5,0.14553
"tacaioch",5,0.14553
"ta",5,0.14553
"coscai",5,0.14553
"corónaigh",5,0.14553
"bunus",5,0.14553
"tairbhigh",5,0.14553
"taibhseoireach",5,0.14553
"taisíoch",5,0.14553
"tairrig",5,0.14553
"bá",5,0.14553
"talcán",5,0.14553
"cothramán",5,0.14553
"athfhill",5,0.14553
"aistear",5,0.14553
"aisfhill",5,0.14553
"aerdhíonach",5,0.14553
"tarráil",5,0.14553
"tarrantach",5,0.14553
"ghar",5,0.14553
"ghae",5,0.14553
"teicnidhai",5,0.14553
"teasdíon",5,0.14553
"tearcmhaoini",5,0.14553
"courget",5,0.14553
"teorannui",5,0.14553
"thairseach",5,0.14553
"teorann",5,0.14553
"thal",5,0.14553
"ghrioll",5,0.14553
"ghnás",5,0.14553
"básuigh",5,0.14553
"thrasnáisiún",5,0.14553
"threisi",5,0.14553
"ghríosai",5,0.14553
"ghráth",5,0.14553
"théam",5,0.14553
"thúsghu",5,0.14553
"thástáil",5,0.14553
"ginearal",5,0.14553
"béaloideas",5,0.14553
"tiodhlaic",5,0.14553
"tiarnas",5,0.14553
"glacai",5,0.14553
"giorranál",5,0.14553
"béaláis",5,0.14553
"bát",5,0.14553
"athluai",5,0.14553
"tiúbach",5,0.14553
"tithioch",5,0.14553
"toilteann",5,0.14553
"gleam",5,0.14553
"glantach",5,0.14553
"tolgach",5,0.14553
"gliogr",5,0.14553
"gleithearán",5,0.14553
"tor",5,0.14553
"crinn",5,0.14553
"béiléis",5,0.14553
"triuf",5,0.14553
"troigh",5,0.14553
"goinbhlasta",5,0.14553
"gogaideach",5,0.14553
"croí-bhris",5,0.14553
"croi",5,0.14553
"athr",5,0.14553
"aerthriomai",5,0.14553
"trut",5,0.14553
"tráth-rial",5,0.14553
"gorthai",5,0.14553
"tríréal",5,0.14553
"gor",5,0.14553
"tsuai",5,0.14553
"tuarascál",5,0.14553
"grianrai",5,0.14553
"griandai",5,0.14553
"crus",5,0.14553
"cruinneog",5,0.14553
"tuineanta",5,0.14553
"tuigi",5,0.14553
"tábhach",5,0.14553
"turcach",5,0.14553
"grodloisc",5,0.14553
"tástál",5,0.14553
"tárlach",5,0.14553
"críoch-nai",5,0.14553
"téalann",5,0.14553
"críoch",5,0.14553
"caesar",5,0.14553
"cac",5,0.14553
"tíorastat",5,0.14553
"tín",5,0.14553
"túsleathan",5,0.14553
"túsái",5,0.14553
"túsbhlian",5,0.14553
"guaiseach",5,0.14553
"uanach",5,0.14553
"uilefhios",5,0.14553
"h-éisteach",5,0.14553
"crónán",5,0.14553
"ungthach",5,0.14553
"ung",5,0.14553
"haontumhach",5,0.14553
"haontai",5,0.14553
"handáil",5,0.14553
"haigeant",5,0.14553
"heitrighnéas",5,0.14553
"crúóg",5,0.14553
"cróiseáil",5,0.14553
"búrúil",5,0.14553
"a",5,0.14553
"Uinseannach",5,0.14553
"Fairisíneach",5,0.14553
"áirithin",5,0.14553
"hochlán",5,0.14553
"árd-éifeacht",5,0.14553
"háirí",5,0.14553
"huiscebheal",5,0.14553
"hiodrálach",5,0.14553
"híreál",5,0.14553
"híont",5,0.14553
"húnt",5,0.14553
"hól",5,0.14553
"héadón",5,0.14553
"calg",5,0.14553
"éigríonna",5,0.14553
"iarán",5,0.14553
"iartheachtach",5,0.14553
"iardhátai",5,0.14553
"íol",5,0.14553
"órl",5,0.14553
"idéolaíoch",5,0.14553
"campáil",5,0.14553
"camchos",5,0.14553
"camanach",5,0.14553
"calm",5,0.14553
"caitlici",5,0.14553
"úrfhíon",5,0.14553
"úrdhéan",5,0.14553
"úrbhain",5,0.14553
"imscríobh",5,0.14553
"imréiti",5,0.14553
"inchluin",5,0.14553
"inbhéartach",5,0.14553
"cáfrai",5,0.14553
"cuíchóiri",5,0.14553
"bailíochtai",5,0.14553
"inleithscéil",5,0.14553
"inlasta",5,0.14553
"inmheín",5,0.14553
"innsean",5,0.14553
"inmhothai",5,0.14553
"inmhai",5,0.14553
"cóimheái",5,0.14553
"institiúd",5,0.14553
"cóimeáil",5,0.14553
"cócaireáil",5,0.14553
"cíochr",5,0.14553
"intái",5,0.14553
"iomadhath",5,0.14553
"intionscan",5,0.14553
"iompraioch",5,0.14553
"ionfhásta",5,0.14553
"cúirial",5,0.14553
"cóitseálai",5,0.14553
"caolaigeant",5,0.14553
"alpai",5,0.14553
"iontaise",5,0.14553
"ionnús",5,0.14553
"iorón",5,0.14553
"is",5,0.14553
"dabh",5,0.14553
"cúplach",5,0.14553
"kara",5,0.14553
"landáil",5,0.14553
"damhsaíoch",5,0.14553
"damhsaigh",5,0.14553
"cathr",5,0.14553
"lap",5,0.14553
"leagan-am",5,0.14553
"leaigh",5,0.14553
"dath",5,0.14553
"daonsóisial",5,0.14553
"batrál",5,0.14553
"leasuigh",5,0.14553
"dea-mhúnlai",5,0.14553
"ceanguil",5,0.14553
"leathbhásai",5,0.14553
"leathól",5,0.14553
"leathréiti",5,0.14553
"dea-rialai",5,0.14553
"bavár",5,0.14553
"bataráil",5,0.14553
"barráil",5,0.14553
"leiri",5,0.14553
"deamhanta",5,0.14553
"dealrach",5,0.14553
"lions",5,0.14553
"deasach",5,0.14553
"bealthuigh",5,0.14553
"lomachai",5,0.14553
"lomnochtai",5,0.14553
"lomchnámh",5,0.14553
"deireannach",5,0.14553
"ceartbhunai",5,0.14553
"beanrial",5,0.14553
"láimhseálai",5,0.14553
"ládál",5,0.14553
"lán-aimsear",5,0.14553
"lánaimsearth",5,0.14553
"deora",5,0.14553
"den",5,0.14553
"beannuigh",5,0.14553
"beagfhocl",5,0.14553
"altramach",5,0.14553
"allast",5,0.14553
"lárchis",5,0.14553
"dhealg",5,0.14553
"líomhan",5,0.14553
"líonri",5,0.14553
"dhochm",5,0.14553
"mache",5,0.14553
"macasamhl",5,0.14553
"dhiúltai",5,0.14553
"dhath",5,0.14553
"mairbhiteach",5,0.14553
"maisíoch",5,0.14553
"dhíothai",5,0.14553
"dhíol",5,0.14553
"mangaireach",5,0.14553
"mamaí",5,0.14553
"diadhach",5,0.14553
"dhílsi",5,0.14553
"maoirsi",5,0.14553
"maoilscríob",5,0.14553
"maolchúiseach",5,0.14553
"diag",5,0.14553
"dicheall",5,0.14553
"charasmat",5,0.14553
"beogach",5,0.14553
"beo-phian",5,0.14553
"an-chompórd",5,0.14553
"aicídi",5,0.14553
"mascalach",5,0.14553
"marmar",5,0.14553
"mbreithni",5,0.14553
"diongabhál",5,0.14553
"mbunúsai",5,0.14553
"diosc",5,0.14553
"diongmhál",5,0.14553
"chathóg",5,0.14553
"diúl",5,0.14553
"bharrchaolai",5,0.14553
"meiricán",5,0.14553
"meicnigh",5,0.14553
"bhainisti",5,0.14553
"an-scanrai",5,0.14553
"meánfach",5,0.14553
"meánchiorclach",5,0.14553
"mhacall",5,0.14553
"mha",5,0.14553
"dlúthcheangail",5,0.14553
"chio",5,0.14553
"mhanann",5,0.14553
"do-chreid",5,0.14553
"do-chosan",5,0.14553
"chiúbai",5,0.14553
"bhatráil",5,0.14553
"mheathlai",5,0.14553
"do-leigheas",5,0.14553
"chliathshaoirsi",5,0.14553
"bheannuigh",5,0.14553
"mhuircheartach",5,0.14553
"mhált",5,0.14553
"mhíchéat",5,0.14553
"mhíchuíos",5,0.14553
"chniotáil",5,0.14553
"chlúmhill",5,0.14553
"ana-chean",5,0.14553
"ana-bhreoi",5,0.14553
"achasán",5,0.14553
"achainíoch",5,0.14553
"mhóráltach",5,0.14553
"miodh",5,0.14553
"miochair",5,0.14553
"mimhuin",5,0.14553
"mhórscéal",5,0.14553
"mionchasacht",5,0.14553
"mionbhail",5,0.14553
"mionscrúdai",5,0.14553
"mionleasui",5,0.14553
"doimhin-nós",5,0.14553
"choiriúlach",5,0.14553
"chochall",5,0.14553
