"corpus","gaeilge2"
"subcorpus","-"
"cliamhain",86,2.50304
"bpub",86,2.50304
"cupard",86,2.50304
"Donaldson",86,2.50304
"Wayne",86,2.50304
"Nigel",86,2.50304
"Pen",86,2.50304
"tósta",86,2.50304
"péac",86,2.50304
"murlán",86,2.50304
"cúlráid",86,2.50304
"gríos",86,2.50304
"until",86,2.50304
"concas",86,2.50304
"Seoin",86,2.50304
"sásraí",86,2.50304
"stocmhalartáin",86,2.50304
"Diní",86,2.50304
"Meanman",85,2.47393
"Fleming",85,2.47393
"firmimint",85,2.47393
"Chriomhthain",85,2.47393
"nítrigin",85,2.47393
"sláintíocht",85,2.47393
"Kiely",85,2.47393
"siubhal",85,2.47393
"Mionacháin",85,2.47393
"taisceadán",85,2.47393
"Maim",85,2.47393
"drumadóir",85,2.47393
"Cupla",85,2.47393
"Hewitt",85,2.47393
"Cím",85,2.47393
"Déin",85,2.47393
"Powell",85,2.47393
"having",85,2.47393
"eiteog",85,2.47393
"himself",85,2.47393
"bogach",85,2.47393
"roilig",85,2.47393
"Carter",85,2.47393
"Bhéarra",85,2.47393
"gainne",85,2.47393
"táthaigh",85,2.47393
"purgóid",85,2.47393
"Stalin",85,2.47393
"Review",85,2.47393
"Waterford",85,2.47393
"meastóireachta",85,2.47393
"milliúnaí",85,2.47393
"áisíneachtaí",85,2.47393
"coinnleoir",85,2.47393
"coiréal",85,2.47393
"Julian",85,2.47393
"non",85,2.47393
"Evans",85,2.47393
"Live",85,2.47393
"rómhair",85,2.47393
"artscouncil",85,2.47393
"bruth",85,2.47393
"Ralph",85,2.47393
"Séarlais",85,2.47393
"coilíneachtaí",85,2.47393
"bona",85,2.47393
"ríog",85,2.47393
"Vitae",85,2.47393
"saoráil",85,2.47393
"taoscán",85,2.47393
"triocha",85,2.47393
"bruitíneach",85,2.47393
"Hurdle",85,2.47393
"glúcós",85,2.47393
"dílseach",84,2.44483
"hincigh",84,2.44483
"ulchabhán",84,2.44483
"inscríbhinn",84,2.44483
"native",84,2.44483
"Rob",84,2.44483
"scigaithris",84,2.44483
"Sutton",84,2.44483
"chomhchuibhi",84,2.44483
"Dame",84,2.44483
"béadán",84,2.44483
"Mhórdha",84,2.44483
"líontán",84,2.44483
"Siún",84,2.44483
"toighe",84,2.44483
"teileagraf",84,2.44483
"aiseag",84,2.44483
"scairshealbhóirí",84,2.44483
"greanadh",84,2.44483
"síbín",84,2.44483
"mant",84,2.44483
"Téir",84,2.44483
"póirseáil",84,2.44483
"strapa",84,2.44483
"Beatles",84,2.44483
"Humbert",84,2.44483
"straidhn",84,2.44483
"Armagh",84,2.44483
"micreascóp",84,2.44483
"Chíobháin",84,2.44483
"clóscríobhán",84,2.44483
"McBrearty",84,2.44483
"give",84,2.44483
"corcach",84,2.44483
"Burma",84,2.44483
"Gemeinschaft",84,2.44483
"iomair",84,2.44483
"comharbas",84,2.44483
"comhardú",84,2.44483
"traochadh",84,2.44483
"tánn",84,2.44483
"ghníomhaireachtaí",84,2.44483
"Flann",84,2.44483
"Rupert",84,2.44483
"Pluincéad",84,2.44483
"McCabe",84,2.44483
"Gib",84,2.44483
"Coiribe",84,2.44483
"Eocairist",84,2.44483
"badhbh",84,2.44483
"television",84,2.44483
"tumadh",84,2.44483
"scód",84,2.44483
"Milano",84,2.44483
"buabhall",83,2.41572
"gruagach",83,2.41572
"réabhlóidí",83,2.41572
"Earcáin",83,2.41572
"Tel",83,2.41572
"Beirn",83,2.41572
"Dúlaing",83,2.41572
"Aililiú",83,2.41572
"bhfuinneoig",83,2.41572
"Jeffrey",83,2.41572
"creachadóir",83,2.41572
"Dolores",83,2.41572
"mianadóir",83,2.41572
"chladaí",83,2.41572
"harabaigh",83,2.41572
"fánaidh",83,2.41572
"phróiséas",83,2.41572
"Amsterdam",83,2.41572
"Brothers",83,2.41572
"scaoth",83,2.41572
"Gilmore",83,2.41572
"crústach",83,2.41572
"portaireacht",83,2.41572
"PC",83,2.41572
"Dawn",83,2.41572
"gardáil",83,2.41572
"smúrthacht",83,2.41572
"Udarás",83,2.41572
"imeagla",83,2.41572
"mhuirear",83,2.41572
"past",83,2.41572
"Eanair",83,2.41572
"thánadar",83,2.41572
"treascairt",83,2.41572
"níolón",83,2.41572
"gcéibh",83,2.41572
"miotalóireacht",83,2.41572
"Uinsionn",83,2.41572
"págántacht",83,2.41572
"seachdaine",83,2.41572
"Bál",83,2.41572
"iompórtáil",83,2.41572
"Raonaithe",83,2.41572
"ministéir",83,2.41572
"cíoradh",83,2.41572
"cócaon",83,2.41572
"Armstrong",83,2.41572
"uaineoil",83,2.41572
"Archie",83,2.41572
"ugach",83,2.41572
"Phacastáin",83,2.41572
"bisigh",83,2.41572
"píle",83,2.41572
"sócúl",83,2.41572
"píobaireacht",83,2.41572
"éarlamh",83,2.41572
"Skinner",82,2.38662
"seinnteoir",82,2.38662
"heireann",82,2.38662
"corrigendum",82,2.38662
"ulóg",82,2.38662
"guairneán",82,2.38662
"táibléad",82,2.38662
"líonrith",82,2.38662
"luchtaigh",82,2.38662
"Diana",82,2.38662
"Leicester",82,2.38662
"móta",82,2.38662
"taipéis",82,2.38662
"hinise",82,2.38662
"Deaide",82,2.38662
"soláthróirí",82,2.38662
"caidhp",82,2.38662
"drár",82,2.38662
"Bonner",82,2.38662
"muimhneach",82,2.38662
"nód",82,2.38662
"ocáid",82,2.38662
"meathlaigh",82,2.38662
"tíorántacht",82,2.38662
"paragraf",82,2.38662
"leibide",82,2.38662
"idirthréimhseacha",82,2.38662
"Super",82,2.38662
"longadán",82,2.38662
"sheasaigh",82,2.38662
"Lourdes",82,2.38662
"Maskey",82,2.38662
"mileoidean",82,2.38662
"sáraíocht",82,2.38662
"treasna",82,2.38662
"IT",82,2.38662
"Fahy",82,2.38662
"Eilbhéis",82,2.38662
"feiritéar",82,2.38662
"Eagrúcháin",82,2.38662
"athaontú",82,2.38662
"traolach",82,2.38662
"Aongus",82,2.38662
"bratóg",82,2.38662
"rather",82,2.38662
"ársaíocht",82,2.38662
"mórchanála",82,2.38662
"faocha",82,2.38662
"indibhidiúil",82,2.38662
"branar",82,2.38662
"Dhíolta",82,2.38662
"Marino",82,2.38662
"miondealaigh",82,2.38662
"Magh",82,2.38662
"fimíneacht",82,2.38662
"Hunt",82,2.38662
"Leslie",82,2.38662
"altú",82,2.38662
"folcadh",81,2.35751
"bóitheach",81,2.35751
"Íoslann",81,2.35751
"Déanfad",81,2.35751
"Céinia",81,2.35751
"sil-leagan",81,2.35751
"Lily",81,2.35751
"Polannaigh",81,2.35751
"Dorád",81,2.35751
"Here",81,2.35751
"Crawford",81,2.35751
"Halloran",81,2.35751
"during",81,2.35751
"order",81,2.35751
"Dúghlas",81,2.35751
"fínéagar",81,2.35751
"seod",81,2.35751
"With",81,2.35751
"basc",81,2.35751
"mbainis",81,2.35751
"Mánus",81,2.35751
"Isle",81,2.35751
"Barbara",81,2.35751
"tslóivéin",81,2.35751
"aoibhne",81,2.35751
"gealán",81,2.35751
"araid",81,2.35751
"cacamas",81,2.35751
"ilchríoch",81,2.35751
"uabhar",81,2.35751
"Naíonra",81,2.35751
"Poncán",81,2.35751
"dord",81,2.35751
"mothar",81,2.35751
"Ifearnáin",81,2.35751
"Fearnáin",81,2.35751
"Rachel",81,2.35751
"freagróirí",81,2.35751
"Beaumont",81,2.35751
"Ossian",81,2.35751
"Buckley",81,2.35751
"Meiriocá",81,2.35751
"marfóir",81,2.35751
"sól",81,2.35751
"easaontaigh",81,2.35751
"Prút",81,2.35751
"fliuchras",81,2.35751
"fíonghort",81,2.35751
"ionnarbadh",81,2.35751
"gheibh",81,2.35751
"Suaird",80,2.32841
"marbhna",80,2.32841
"mballstáit",80,2.32841
"Wexford",80,2.32841
"scóp",80,2.32841
"Trent",80,2.32841
"madaidh",80,2.32841
"Cíbheac",80,2.32841
"picéad",80,2.32841
"balcóin",80,2.32841
"Mills",80,2.32841
"guma",80,2.32841
"poor",80,2.32841
"Tiar",80,2.32841
"scoilteach",80,2.32841
"plocóid",80,2.32841
"Blian",80,2.32841
"bladair",80,2.32841
"puipéad",80,2.32841
"Oasis",80,2.32841
"Fhlaithearta",80,2.32841
"coiméide",80,2.32841
"education",80,2.32841
"tiosán",80,2.32841
"búireach",80,2.32841
"Conroy",80,2.32841
"cathlán",80,2.32841
"moileasc",80,2.32841
"bhróig",80,2.32841
"Madrid",80,2.32841
"Mianáin",80,2.32841
"Microsoft",80,2.32841
"cnáib",80,2.32841
"Caoimhghin",80,2.32841
"England",80,2.32841
"comórtaisí",80,2.32841
"ceantálaí",80,2.32841
"Féich",80,2.32841
"deabhaidh",80,2.32841
"róthógtha",80,2.32841
"diach",80,2.32841
"drochmhisneach",80,2.32841
"mhinicí",80,2.32841
"báicéir",80,2.32841
"status",80,2.32841
"Fréine",80,2.32841
"Century",80,2.32841
"giuirléid",80,2.32841
"Last",80,2.32841
"Ghríobh",80,2.32841
"mbác",80,2.32841
"find",80,2.32841
"Eachmharcaigh",80,2.32841
"clib",80,2.32841
"Hara",80,2.32841
"ginealas",80,2.32841
"dad",80,2.32841
"ógh",79,2.29930
"au",79,2.29930
"Columba",79,2.29930
"Gustav",79,2.29930
"fíonchaor",79,2.29930
"mother",79,2.29930
"neamhréir",79,2.29930
"oirnigh",79,2.29930
"airn",79,2.29930
"Thomson",79,2.29930
"truslóg",79,2.29930
"bleaist",79,2.29930
"éilís",79,2.29930
"plab",79,2.29930
"Lís",79,2.29930
"radharcra",79,2.29930
"táirgiúlacht",79,2.29930
"poblachtánaithe",79,2.29930
"Mullen",79,2.29930
"Meith",79,2.29930
"saoirseacht",79,2.29930
"lingua",79,2.29930
"gairdeas",79,2.29930
"Caimbeul",79,2.29930
"béarlagair",79,2.29930
"meadhrán",79,2.29930
"mhama",79,2.29930
"Madame",79,2.29930
"Three",79,2.29930
"suil",79,2.29930
"McLaughlin",79,2.29930
"pílear",79,2.29930
"rothlú",79,2.29930
"Crí",79,2.29930
"tiarnas",79,2.29930
"Darwin",79,2.29930
"Fhéil",79,2.29930
"impí",79,2.29930
"Peaidí",79,2.29930
"jimín",79,2.29930
"Strasbourg",79,2.29930
"Maureen",79,2.29930
"roithleán",79,2.29930
"Eimear",79,2.29930
"cogarnach",79,2.29930
"trédhearcacht",79,2.29930
"intleachtúla",79,2.29930
"Patten",79,2.29930
"corróg",79,2.29930
"fhataí",79,2.29930
"cúlaí",79,2.29930
"Fennell",79,2.29930
"Festival",79,2.29930
"SC",79,2.29930
"duileasc",79,2.29930
"Christ",79,2.29930
"téarnamh",79,2.29930
"Céadaoine",79,2.29930
"tuirbín",79,2.29930
"lacáiste",79,2.29930
"bhíomair",79,2.29930
"seanléim",79,2.29930
"Hank",79,2.29930
"píléir",79,2.29930
"steip",79,2.29930
"chevalier",79,2.29930
"Dill",79,2.29930
"die",79,2.29930
"narbh",79,2.29930
"cág",79,2.29930
"fiuchadh",79,2.29930
"sínitheoir",79,2.29930
"habhcóidí",79,2.29930
"Court",78,2.27020
"ómra",78,2.27020
"bréige",78,2.27020
"Clíodhna",78,2.27020
"bánú",78,2.27020
"Roberts",78,2.27020
"creabhar",78,2.27020
"Connaught",78,2.27020
"cleasaí",78,2.27020
"Lopez",78,2.27020
"taispeáint",78,2.27020
"friotháil",78,2.27020
"mur",78,2.27020
"chomhghuaillíocht",78,2.27020
"Guatamala",78,2.27020
"íocóir",78,2.27020
"Bhridie",78,2.27020
"Conallaigh",78,2.27020
"ao",78,2.27020
"stróic",78,2.27020
"timireacht",78,2.27020
"Breatnaigh",78,2.27020
"asarlaíocht",78,2.27020
"brocamas",78,2.27020
"matter",78,2.27020
"Central",78,2.27020
"teistiméireacht",78,2.27020
"Raifteirí",78,2.27020
"faithne",78,2.27020
"Deacair",78,2.27020
"fairche",78,2.27020
"aontumha",78,2.27020
"Crualaoich",78,2.27020
"Sabhal",78,2.27020
"Maolmhaodhóg",78,2.27020
"Marieke",78,2.27020
"phríomh",78,2.27020
"plus",78,2.27020
"coirín",78,2.27020
"gcultúrlann",78,2.27020
"Caitliceachas",78,2.27020
"beireatas",78,2.27020
"asma",78,2.27020
"Leabharcham",78,2.27020
"meicneoir",78,2.27020
"McCormack",78,2.27020
"crithir",78,2.27020
"láine",78,2.27020
"croisín",78,2.27020
"Potter",78,2.27020
"Faireacháin",78,2.27020
"Nixon",78,2.27020
"neamhspleáigh",78,2.27020
"doilíos",78,2.27020
"Cussen",78,2.27020
"miodóg",78,2.27020
"Nis",78,2.27020
"móimint",78,2.27020
"rígh",78,2.27020
"Achréidh",78,2.27020
"scairp",78,2.27020
"lagú",78,2.27020
"croidhe",78,2.27020
"Men",78,2.27020
"bhrígh",78,2.27020
"connemara",78,2.27020
"chritéir",78,2.27020
"Geraldine",78,2.27020
"lead",78,2.27020
"dámhscoil",78,2.27020
"dámhachtana",78,2.27020
"fhearacht",78,2.27020
"gogaide",78,2.27020
"Einstein",78,2.27020
"Mean",78,2.27020
"logán",78,2.27020
"Pia",78,2.27020
"Golden",78,2.27020
"chí",77,2.24109
"les",77,2.24109
"díoscán",77,2.24109
"Trionóide",77,2.24109
"dárbh",77,2.24109
"cealú",77,2.24109
"Tchím",77,2.24109
"Sheasaigh",77,2.24109
"Cassidy",77,2.24109
"Bhernie",77,2.24109
"Oistín",77,2.24109
"friggin",77,2.24109
"Yang",77,2.24109
"Cliff",77,2.24109
"dháréag",77,2.24109
"Trust",77,2.24109
"almost",77,2.24109
"pocán",77,2.24109
"airigh",77,2.24109
"Dessie",77,2.24109
"Graonlainn",77,2.24109
"cíb",77,2.24109
"carbaihiodráit",77,2.24109
"stroighne",77,2.24109
"tráithnín",77,2.24109
"broim",77,2.24109
"Out",77,2.24109
"siúinéireacht",77,2.24109
"Express",77,2.24109
"Carlos",77,2.24109
"Sadhbh",77,2.24109
"meatachán",77,2.24109
"snua",77,2.24109
"Devlin",77,2.24109
"atheagr",77,2.24109
"Siúire",77,2.24109
"soiscéalaí",77,2.24109
"boilsciú",77,2.24109
"Saville",77,2.24109
"cneasaigh",77,2.24109
"Ceiltis",77,2.24109
"colg",77,2.24109
"coigeartaigh",77,2.24109
"ndaonlathach",77,2.24109
"muirnín",77,2.24109
"iargúltacht",77,2.24109
"almóinn",77,2.24109
"Paula",77,2.24109
"Lawrence",77,2.24109
"Bheairtle",77,2.24109
"fóillín",77,2.24109
"Finbarr",77,2.24109
"Committee",77,2.24109
"Ghobnatan",77,2.24109
"sceall",77,2.24109
"lascaine",77,2.24109
"duga",77,2.24109
"Chernobyl",77,2.24109
"durlainne",77,2.24109
"Delors",77,2.24109
"Julius",77,2.24109
"haltanna",77,2.24109
"Mheánoirthear",77,2.24109
"glaine",77,2.24109
"Sligo",76,2.21199
"daille",76,2.21199
"death",76,2.21199
"Muppets",76,2.21199
"cosmas",76,2.21199
"drochobair",76,2.21199
"Harvey",76,2.21199
"texas",76,2.21199
"OF",76,2.21199
"méadaíocht",76,2.21199
"gáthlán",76,2.21199
"mhadaidh",76,2.21199
"Gogh",76,2.21199
"eadra",76,2.21199
"Cranncha",76,2.21199
"seaimpíní",76,2.21199
"srathair",76,2.21199
"Berlin",76,2.21199
"indibhidiúla",76,2.21199
"bainistí",76,2.21199
"Turcaigh",76,2.21199
"Four",76,2.21199
"Breen",76,2.21199
"Thighearna",76,2.21199
"pótaire",76,2.21199
"tairbhí",76,2.21199
"Yorkshire",76,2.21199
"armáil",76,2.21199
"Eadar",76,2.21199
"ghaeláras",76,2.21199
"Tina",76,2.21199
"imtharraingt",76,2.21199
"iniúchóireachta",76,2.21199
"Cecil",76,2.21199
"Muller",76,2.21199
"Labhra",76,2.21199
"Charlotte",76,2.21199
"dead",76,2.21199
"Feidhlimidh",76,2.21199
"Coinn",76,2.21199
"enough",76,2.21199
"Peraggi",76,2.21199
"uiliug",76,2.21199
"díshealbhaigh",76,2.21199
"sciotán",76,2.21199
"crois",76,2.21199
"eadránaí",76,2.21199
"urraigh",76,2.21199
"toghthóir",76,2.21199
"catagóir",76,2.21199
"Services",76,2.21199
"Búille",76,2.21199
"Maighe",76,2.21199
"breataine-na",76,2.21199
"beachtaigh",76,2.21199
"Garry",76,2.21199
"Ír",76,2.21199
"Sevilla",76,2.21199
"Mulcahy",76,2.21199
"Hussey",76,2.21199
"fheasacht",75,2.18288
"srac",75,2.18288
"Gleeson",75,2.18288
"Murchadha",75,2.18288
"Riobard",75,2.18288
"Dhonnchadh",75,2.18288
"taiscéalaí",75,2.18288
"Créit",75,2.18288
"Foc",75,2.18288
"AC",75,2.18288
"deilín",75,2.18288
"bar",75,2.18288
"bhful",75,2.18288
"míleáiste",75,2.18288
"scrupall",75,2.18288
"seinm",75,2.18288
"téipthaifeadán",75,2.18288
"téarnaigh",75,2.18288
"Daibhéid",75,2.18288
"Comáin",75,2.18288
"maidhc",75,2.18288
"Peiriú",75,2.18288
"Boyd",75,2.18288
"Chuireáin",75,2.18288
"Corkery",75,2.18288
"taiscéal",75,2.18288
"dochartach",75,2.18288
"crobhaing",75,2.18288
"sceamhaíl",75,2.18288
"bíoma",75,2.18288
"angar",75,2.18288
"liobar",75,2.18288
"Kiberd",75,2.18288
"tonnáiste",75,2.18288
"Herbert",75,2.18288
"meicníochtaí",75,2.18288
"bréagriocht",75,2.18288
"Stanley",75,2.18288
"babhtáil",75,2.18288
"thus",75,2.18288
"faolchú",75,2.18288
"sceoin",75,2.18288
"Marta",75,2.18288
"monaraigh",75,2.18288
"Jacob",75,2.18288
"faopach",75,2.18288
"Iamáice",75,2.18288
"mealltóir",75,2.18288
"cloicheán",75,2.18288
"modern",75,2.18288
"ceithearnach",75,2.18288
"Moloney",75,2.18288
"ruacan",75,2.18288
"tuigse",75,2.18288
"ráib",75,2.18288
"bhfastó",75,2.18288
"Parthalán",75,2.18288
"deisiú",75,2.18288
"ionann",75,2.18288
"comhairleoireachta",75,2.18288
"Chodlamáin",75,2.18288
"agu",75,2.18288
"Croim",75,2.18288
"santaigh",75,2.18288
"Patterson",75,2.18288
"déistean",75,2.18288
"cruan",75,2.18288
"Sorry",75,2.18288
"Freud",75,2.18288
"Cothaigh",75,2.18288
"n-íocaíochtaí",75,2.18288
"iarta",75,2.18288
"ndeacha",75,2.18288
"Ghaedhilg",75,2.18288
"Iognáid",75,2.18288
"par",75,2.18288
"gréin",75,2.18288
"díbh",75,2.18288
"leorghníomh",75,2.18288
"deargadaol",75,2.18288
"sealla",74,2.15378
"gabhlóg",74,2.15378
"mheiriceánacha",74,2.15378
"fact",74,2.15378
"nuinteas",74,2.15378
"scim",74,2.15378
"gangaid",74,2.15378
"leictreonaic",74,2.15378
"driopás",74,2.15378
"Comh",74,2.15378
"Heilsincí",74,2.15378
"luascán",74,2.15378
"laidineach",74,2.15378
"bonnóg",74,2.15378
"bhfeirg",74,2.15378
"téir",74,2.15378
"Bono",74,2.15378
"piont",74,2.15378
"bardal",74,2.15378
"méala",74,2.15378
"Laura",74,2.15378
"fabht",74,2.15378
"ante-post",74,2.15378
"Hot",74,2.15378
"bruinneall",74,2.15378
"faisnéiseoir",74,2.15378
"mainicín",74,2.15378
"caitriona",74,2.15378
"Gavin",74,2.15378
"tinidh",74,2.15378
"beirtreach",74,2.15378
"Guardian",74,2.15378
"Duibheannaigh",74,2.15378
"tobán",74,2.15378
"athainmni",74,2.15378
"tomáisín",74,2.15378
"Fallon",74,2.15378
"ciorclán",74,2.15378
"run",74,2.15378
"Gharbhachaidh",74,2.15378
"Lionnáin",74,2.15378
"loingseach",74,2.15378
"deirdre",74,2.15378
"fuist",74,2.15378
"Ferdinand",74,2.15378
"Dixon",74,2.15378
"dtige",74,2.15378
"cannot",74,2.15378
"cúldoras",74,2.15378
"Place",74,2.15378
"shamhailt",74,2.15378
"saoithiúlacht",74,2.15378
"veidhleadóir",74,2.15378
"Ailgéir",74,2.15378
"McManus",74,2.15378
"Bin",74,2.15378
"feirc",74,2.15378
"scornaigh",74,2.15378
"aerloingseoireacht",74,2.15378
"pubanna",74,2.15378
"Roth",74,2.15378
"Abha",74,2.15378
"leig",74,2.15378
"themselves",73,2.12467
"ceadúnaigh",73,2.12467
"laibhe",73,2.12467
"McHugh",73,2.12467
"Céibh",73,2.12467
"Burton",73,2.12467
"DJ",73,2.12467
"Amnesty",73,2.12467
"abhantrach",73,2.12467
"Tivoli",73,2.12467
"sólaistí",73,2.12467
"gó",73,2.12467
"Corrach",73,2.12467
"Lenoach",73,2.12467
"Fergal",73,2.12467
"eagrúchán",73,2.12467
"raibí",73,2.12467
"Órán",73,2.12467
"airéine",73,2.12467
"philadelphia",73,2.12467
"Keegan",73,2.12467
"Johan",73,2.12467
"Kim",73,2.12467
"Katty",73,2.12467
"olltáirgeacht",73,2.12467
"portús",73,2.12467
"Maloney",73,2.12467
"fadtéarmacha",73,2.12467
"faghairt",73,2.12467
"aoirigh",73,2.12467
"Saghas",73,2.12467
"nuachar",73,2.12467
"Death",73,2.12467
"Coistealbha",73,2.12467
"Stella",73,2.12467
"Courtney",73,2.12467
"times",73,2.12467
"toghair",73,2.12467
"duillín",73,2.12467
"forainm",73,2.12467
"coimrigh",73,2.12467
"croíleacán",73,2.12467
"Today",73,2.12467
"ceardscoil",73,2.12467
"generation",73,2.12467
"tamhlacht",73,2.12467
"turn",73,2.12467
"díchuimhne",73,2.12467
"Culture",73,2.12467
"eisilteach",73,2.12467
"tarr",73,2.12467
"Reagan",73,2.12467
"Freedom",73,2.12467
"cúpláil",73,2.12467
"daibhir",73,2.12467
"antraipeolaíocht",73,2.12467
"míne",73,2.12467
"fhisiceach",73,2.12467
"Reg",73,2.12467
"fiagaí",73,2.12467
"fiain",73,2.12467
"daltún",73,2.12467
"suantraí",73,2.12467
"fraigh",73,2.12467
"comhchaidreamh",73,2.12467
"gaire",73,2.12467
"galtán",73,2.12467
"fide",73,2.12467
"Coleman",73,2.12467
"plúch",73,2.12467
"better",73,2.12467
"Nás",73,2.12467
"gunnán",73,2.12467
"Glaodh",72,2.09557
"bhídh",72,2.09557
"iógart",72,2.09557
"ionathar",72,2.09557
"Maoildhia",72,2.09557
"Hardiman",72,2.09557
"Davies",72,2.09557
"tsioc",72,2.09557
"luamh",72,2.09557
"mbadh",72,2.09557
"Jersey",72,2.09557
"Toirbhirte",72,2.09557
"Dolan",72,2.09557
"Torna",72,2.09557
"míchlú",72,2.09557
"fuirsigh",72,2.09557
"Bond",72,2.09557
"Chualáin",72,2.09557
"champabasso",72,2.09557
"Ruiséil",72,2.09557
"saighdiúireacht",72,2.09557
"Téalainn",72,2.09557
"Friends",72,2.09557
"seachmall",72,2.09557
"bhochtanas",72,2.09557
"sheoda",72,2.09557
"Gréacháin",72,2.09557
"Salomé",72,2.09557
"called",72,2.09557
"Gesellschaft",72,2.09557
"spiaireacht",72,2.09557
"caidéal",72,2.09557
"Gidh",72,2.09557
"domlas",72,2.09557
"inneoin",72,2.09557
"Bidí",72,2.09557
"Ceallacháin",72,2.09557
"liúigh",72,2.09557
"Monster",72,2.09557
"Montana",72,2.09557
"Cuirfead",72,2.09557
"míog",72,2.09557
"dearbhán",72,2.09557
"jíp",72,2.09557
"Inca",72,2.09557
"Orpen",72,2.09557
"Ariel",72,2.09557
"PDs",72,2.09557
"seirce",72,2.09557
"TF",72,2.09557
"chonnaic",72,2.09557
"local",72,2.09557
"plúchadh",72,2.09557
"cúrsaíocht",72,2.09557
"conclúidí",72,2.09557
"chrích",72,2.09557
"Bascaigh",72,2.09557
"learg",72,2.09557
"súiche",72,2.09557
"stobhach",72,2.09557
"Bradáin",72,2.09557
"bead",71,2.06646
"Camanachd",71,2.06646
"Mail",71,2.06646
"Corcoran",71,2.06646
"Clark",71,2.06646
"More",71,2.06646
"Latharna",71,2.06646
"chorlaí",71,2.06646
"Maoir",71,2.06646
"léiriúchán",71,2.06646
"curadóir",71,2.06646
"Zeliac",71,2.06646
"Ruaidhrí",71,2.06646
"méaracán",71,2.06646
"fáithim",71,2.06646
"Mánais",71,2.06646
"leamhán",71,2.06646
"seodóir",71,2.06646
"rac",71,2.06646
"fuaidire",71,2.06646
"Osborne",71,2.06646
"maorgacht",71,2.06646
"maonlaí",71,2.06646
"dúluachair",71,2.06646
"buachailleacht",71,2.06646
"Mainchín",71,2.06646
"námhaid",71,2.06646
"héallaithe",71,2.06646
"Chonchubhair",71,2.06646
"faicsean",71,2.06646
"pócar",71,2.06646
"Séadna",71,2.06646
"neomant",71,2.06646
"Guairim",71,2.06646
"Kruger",71,2.06646
"Judith",71,2.06646
"soiléar",71,2.06646
"rialóir",71,2.06646
"neamhúdaraithe",71,2.06646
"ciúta",71,2.06646
"neamhchead",71,2.06646
"Marco",71,2.06646
"tráthchlár",71,2.06646
"cainnt",71,2.06646
"institiúideacha",71,2.06646
"comes",71,2.06646
"comhcheangail",71,2.06646
"Máighe",71,2.06646
"mheiriceánaigh",71,2.06646
"pána",71,2.06646
"ceimiceoir",71,2.06646
"cultúrlainne",71,2.06646
"Film",71,2.06646
"stróinséirí",71,2.06646
"comhchuibhi",71,2.06646
"tuirne",71,2.06646
"bhfocla",71,2.06646
"méaracha",71,2.06646
"Fhionnghaile",71,2.06646
"dram",71,2.06646
"drandal",71,2.06646
"Academy",71,2.06646
"Lamb",71,2.06646
"fhágáilt",71,2.06646
"monaplacht",71,2.06646
"TG",71,2.06646
"blascaodaí",71,2.06646
"Rev",71,2.06646
"nathán",71,2.06646
"saighneáil",71,2.06646
"Treacy",71,2.06646
"spól",71,2.06646
"Gillian",71,2.06646
"Áinle",71,2.06646
"ísleán",71,2.06646
"ngearánaí",71,2.06646
"Grandgousier",71,2.06646
"Cearbhall",70,2.03736
"bhforaoisí",70,2.03736
"séú",70,2.03736
"Clannad",70,2.03736
"Joy",70,2.03736
"Willy",70,2.03736
"Hyde",70,2.03736
"Mhuirne",70,2.03736
"Aibhistín",70,2.03736
"Wimbledon",70,2.03736
"léaslíne",70,2.03736
"Siria",70,2.03736
"Winston",70,2.03736
"full",70,2.03736
"Timothy",70,2.03736
"ages",70,2.03736
"head",70,2.03736
"sinsearach",70,2.03736
"Ceannabháin",70,2.03736
"Ormeau",70,2.03736
"manglam",70,2.03736
"point",70,2.03736
"súilín",70,2.03736
"Deane",70,2.03736
"amhas",70,2.03736
"celestina",70,2.03736
